hsk6級,布局,bu4 ju2,レイアウト
hsk6級,不堪,bu4 kan1,負担することはできません
hsk6級,不可思议,bu4 ke3 si1 yi4,考えられません
hsk6級,不愧,bu2 kui4,の価値があり
hsk6級,不料,bu2 liao4,意外と
hsk6級,不时,bu4 shi2,しばしば
hsk6級,部署,bu4 shu3,配備し
hsk6級,部位,bu4 wei4,場所
hsk6級,不惜,bu4 xi1,躊躇しません
hsk6級,不相上下,bu4 xiang1 shang4 xia4,ほぼ同じ
hsk6級,不像话,bu2 xiang4 hua4,とんでもありません
hsk6級,不屑一顾,bu2 xie4 yi1 gu4,否定
hsk6級,不言而喻,bu4 yan2 er2 yu4,それは言うまでもない
hsk6級,不由得,bu4 you2 de5,支援することはできません
hsk6級,不择手段,bu4 ze2 shou3 duan4,Unscrupulously
hsk6級,不止,bu4 zhi3,以上の
hsk6級,布置,bu4 zhi4,アレンジ
hsk6級,裁缝,cai2 feng5,ドレスメーカー
hsk6級,财富,cai2 fu4,富
hsk6級,才干,cai2 gan4,技量
hsk6級,裁判,cai2 pan4,レフェリー
hsk6級,财务,cai2 wu4,財務
hsk6級,裁员,cai2 yuan2,レイオフ
hsk6級,财政,cai2 zheng4,財源
hsk6級,采购,cai3 gou4,購入
hsk6級,采集,cai3 ji2,コレクション
hsk6級,采纳,cai3 na4,養子縁組
hsk6級,彩票,cai3 piao4,宝くじ
hsk6級,参谋,can1 mou2,参謀
hsk6級,参照,can1 zhao4,参照し
hsk6級,残酷,can2 ku4,酷い
hsk6級,残留,can2 liu2,残り
hsk6級,残忍,can2 ren3,酷い
hsk6級,灿烂,can4 lan4,輝かしい
hsk6級,舱,cang1,キャビン
hsk6級,苍白,cang1 bai2,淡い
hsk6級,仓促,cang1 cu4,急いで
hsk6級,仓库,cang1 ku4,倉庫
hsk6級,操劳,cao1 lao2,努めて
hsk6級,操练,cao1 lian4,ドリル
hsk6級,操纵,cao1 zong4,操り
hsk6級,操作,cao1 zuo4,オペレーティング
hsk6級,嘈杂,cao2 za2,騒々しい
hsk6級,草案,cao3 an4,ドラフト
hsk6級,草率,cao3 shuai4,不注意な
hsk6級,策划,ce4 hua4,計画
hsk6級,测量,ce4 liang2,測定
hsk6級,策略,ce4 lve4,戦術
hsk6級,侧面,ce4 mian4,サイド
hsk6級,层出不穷,ceng2 chu1 bu4 qiong2,無限に現れ
hsk6級,层次,ceng2 ci4,レベル
hsk6級,差距,cha1 ju4,ギャップ
hsk6級,查获,cha2 huo4,押収
hsk6級,岔,cha4,フォーク
hsk6級,刹那,cha4 na4,瞬間
hsk6級,诧异,cha4 yi4,びっくり
hsk6級,柴油,chai2 you2,ディーゼル燃料
hsk6級,搀,chan1,ミックス
hsk6級,馋,chan2,貪欲
hsk6級,缠绕,chan2 rao4,風
hsk6級,阐述,chan3 shu4,詳説し
hsk6級,产业,chan3 ye4,業界
hsk6級,颤抖,chan4 dou3,震え
hsk6級,猖狂,chang1 kuang2,激しい
hsk6級,昌盛,chang1 sheng4,繁栄
hsk6級,偿还,chang2 huan2,報い
hsk6級,常年,chang2 nian2,多年生
hsk6級,尝试,chang2 shi4,試し
hsk6級,常务,chang2 wu4,ルーチン
hsk6級,场,chang3,フィールド
hsk6級,场合,chang3 he2,時
hsk6級,敞开,chang3 kai1,オープン
hsk6級,场面,chang3 mian4,シーン
hsk6級,场所,chang3 suo3,場所
hsk6級,倡导,chang4 dao3,始め
hsk6級,畅通,chang4 tong1,妨げられていません
hsk6級,畅销,chang4 xiao1,よく売れ
hsk6級,倡议,chang4 yi4,イニシアチブ
hsk6級,超级,chao1 ji2,スーパー
hsk6級,钞票,chao1 piao4,紙幣
hsk6級,超越,chao1 yue4,トランセンド
hsk6級,潮流,chao2 liu2,トレンド
hsk6級,潮湿,chao2 shi1,湿り
hsk6級,嘲笑,chao2 xiao4,笑い
hsk6級,撤退,che4 tui4,後退
hsk6級,撤销,che4 xiao1,アンドゥ
hsk6級,沉淀,chen2 dian4,降水量
hsk6級,陈旧,chen2 jiu4,廃れました
hsk6級,陈列,chen2 lie4,ディスプレイ
hsk6級,沉闷,chen2 men4,憂鬱
hsk6級,陈述,chen2 shu4,声明
hsk6級,沉思,chen2 si1,沈思
hsk6級,沉重,chen2 zhong4,重い
hsk6級,沉着,chen2 zhuo2,穏やか
hsk6級,称心如意,chen4 xin1 ru2 yi4,バラのベッド
hsk6級,称号,cheng1 hao4,タイトル
hsk6級,橙,cheng2,オレンジ
hsk6級,盛,cheng2,ホールド
hsk6級,承办,cheng2 ban4,引き受け
hsk6級,承包,cheng2 bao1,契約
hsk6級,城堡,cheng2 bao3,城
hsk6級,成本,cheng2 ben3,費用
hsk6級,惩罚,cheng2 fa2,罰
hsk6級,成交,cheng2 jiao1,契約
hsk6級,承诺,cheng2 nuo4,コミットメント
hsk6級,澄清,cheng2 qing1,明確な
hsk6級,成天,cheng2 tian1,すべての時間
hsk6級,乘务员,cheng2 wu4 yuan2,乗組員
hsk6級,呈现,cheng2 xian4,見え
hsk6級,成效,cheng2 xiao4,効果
hsk6級,成心,cheng2 xin1,わざと
hsk6級,成员,cheng2 yuan2,メンバー
hsk6級,诚挚,cheng2 zhi4,敬具
hsk6級,秤,cheng4,秤
hsk6級,吃苦,chi1 ku3,ベア苦難
hsk6級,吃力,chi1 li4,難しい
hsk6級,迟缓,chi2 huan3,遅い
hsk6級,持久,chi2 jiu3,持続
hsk6級,池塘,chi2 tang2,池
hsk6級,迟疑,chi2 yi2,ためらい
hsk6級,赤道,chi4 dao4,赤道の
hsk6級,赤字,chi4 zi4,赤字
hsk6級,充当,chong1 dang1,行動
hsk6級,冲动,chong1 dong4,衝動
hsk6級,冲击,chong1 ji1,攻撃
hsk6級,充沛,chong1 pei4,いっぱい
hsk6級,充实,chong1 shi2,いっぱい
hsk6級,冲突,chong1 tu1,コンフリクト
hsk6級,充足,chong1 zu2,十分に
hsk6級,崇拜,chong2 bai4,礼拝
hsk6級,重叠,chong2 die2,重複
hsk6級,崇高,chong2 gao1,壮絶
hsk6級,崇敬,chong2 jing4,尊敬
hsk6級,重阳节,Chong2 yang2 jie2,チョンヨンフェスティバル
hsk6級,抽空,chou1 kong4,避難
hsk6級,筹备,chou2 bei4,作り
hsk6級,踌躇,chou2 chu2,ためらい
hsk6級,稠密,chou2 mi4,密集
hsk6級,丑恶,chou3 e4,醜い
hsk6級,初步,chu1 bu4,予備的
hsk6級,出路,chu1 lu4,ウェイアウト
hsk6級,出卖,chu1 mai4,売り
hsk6級,出身,chu1 shen1,誕生
hsk6級,出神,chu1 shen2,トランス
hsk6級,出息,chu1 xi5,提供
hsk6級,出洋相,chu1 yang2 xiang4,愚か者を作り
hsk6級,储备,chu3 bei4,予備
hsk6級,储存,chu3 cun2,店舗
hsk6級,处分,chu3 fen4,罰し
hsk6級,处境,chu3 jing4,窮状
hsk6級,储蓄,chu3 xu4,保存
hsk6級,处置,chu3 zhi4,扱い
hsk6級,触犯,chu4 fan4,怒らせ
hsk6級,川流不息,chuan1 liu2 bu4 xi1,安定した流れ
hsk6級,穿越,chuan1 yue4,パススルー
hsk6級,船舶,chuan2 bo2,出荷
hsk6級,传达,chuan2 da2,伝え
hsk6級,传单,chuan2 dan1,リーフレット
hsk6級,传授,chuan2 shou4,教え
hsk6級,喘气,chuan3 qi4,息を弾ませ
hsk6級,串,chuan4,弦
hsk6級,床单,chuang2 dan1,シート
hsk6級,创立,chuang4 li4,発見
hsk6級,创新,chuang4 xin1,革新
hsk6級,创业,chuang4 ye4,ビジネス
hsk6級,创作,chuang4 zuo4,創造
hsk6級,吹牛,chui1 niu2,法螺
hsk6級,吹捧,chui1 peng3,平坦
hsk6級,锤,chui2,ハンマー
hsk6級,垂直,chui2 zhi2,垂直
hsk6級,纯粹,chun2 cui4,純粋
hsk6級,纯洁,chun2 jie2,純粋
hsk6級,词汇,ci2 hui4,語彙
hsk6級,慈祥,ci2 xiang2,何卒
hsk6級,雌雄,ci2 xiong2,雌雄
hsk6級,刺,ci4,茨
hsk6級,伺候,ci4 hou4,上待って
hsk6級,次品,ci4 pin3,欠陥のあり
hsk6級,次序,ci4 xu4,オーダー
hsk6級,丛,cong2,群れ
hsk6級,从容不迫,cong2 rong2 bu4 po4,穏やか
hsk6級,凑合,cou4 he5,即興
hsk6級,粗鲁,cu1 lu3,ラフ
hsk6級,窜,cuan4,逃げ
hsk6級,摧残,cui1 can2,破壊し
hsk6級,脆弱,cui4 ruo4,脆い
hsk6級,搓,cuo1,ツイスト
hsk6級,磋商,cuo1 shang1,相談し
hsk6級,挫折,cuo4 zhe2,欲求不満
hsk6級,搭,da1,取り
hsk6級,搭档,da1 dang4,パートナー
hsk6級,搭配,da1 pei4,コロケーション
hsk6級,答辩,da2 bian4,返信
hsk6級,达成,da2 cheng2,成し遂げ
hsk6級,答复,da2 fu4,返信
hsk6級,打包,da3 bao1,俵
hsk6級,打官司,da3 guan1 si5,訴訟
hsk6級,打击,da3 ji1,ブロー
hsk6級,打架,da3 jia4,戦い
hsk6級,打量,da3 liang5,サイズを測り
hsk6級,打猎,da3 lie4,狩り
hsk6級,打仗,da3 zhang4,戦い
hsk6級,大不了,da4 bu4 liao3,大した
hsk6級,大臣,da4 chen2,宰相
hsk6級,大伙儿,da4 huo3 r5,皆
hsk6級,大厦,da4 sha4,建物
hsk6級,大肆,da4 si4,気まぐれ
hsk6級,大体,da4 ti3,全般に
hsk6級,大意,da4 yi4,不注意な
hsk6級,大致,da4 zhi4,おおよそ
hsk6級,歹徒,dai3 tu2,悪党
hsk6級,逮捕,dai4 bu3,逮捕
hsk6級,代价,dai4 jia4,検討
hsk6級,代理,dai4 li3,代理
hsk6級,带领,dai4 ling3,リードに
hsk6級,怠慢,dai4 man4,わずかな
hsk6級,担保,dan1 bao3,保証
hsk6級,胆怯,dan3 qie4,臆病な
hsk6級,蛋白质,dan4 bai2 zhi4,タンパク質
hsk6級,诞辰,dan4 chen2,誕生日
hsk6級,淡季,dan4 ji4,オフシーズン
hsk6級,诞生,dan4 sheng1,生れつき
hsk6級,淡水,dan4 shui3,新鮮な水
hsk6級,当场,dang1 chang3,その場で
hsk6級,当初,dang1 chu1,元々
hsk6級,当面,dang1 mian4,顔へ顔
hsk6級,当前,dang1 qian2,現在
hsk6級,当事人,dang1 shi4 ren2,パーティー
hsk6級,当务之急,dang1 wu4 zhi1 ji2,緊急の優先順位
hsk6級,当心,dang1 xin1,気を付けて
hsk6級,当选,dang1 xuan3,選出
hsk6級,党,dang3,パーティー
hsk6級,档案,dang4 an4,ファイル
hsk6級,档次,dang4 ci4,グレード
hsk6級,倒闭,dao3 bi4,崩壊
hsk6級,导弹,dao3 dan4,ミサイル
hsk6級,导航,dao3 hang2,ナビゲーション
hsk6級,捣乱,dao3 luan4,トラブルを作り
hsk6級,导向,dao3 xiang4,ガイド
hsk6級,岛屿,dao3 yu3,島々
hsk6級,稻谷,dao4 gu3,米
hsk6級,盗窃,dao4 qie4,盗難
hsk6級,得不偿失,de2 bu4 chang2 shi1,有害無益
hsk6級,得力,de2 li4,主務
hsk6級,得天独厚,de2 tian1 du2 hou4,恵まれました
hsk6級,得罪,de2 zui4,怒らせ
hsk6級,蹬,deng1,蹴り
hsk6級,灯笼,deng1 long2,ランタン
hsk6級,登陆,deng1 lu4,着陸
hsk6級,登录,deng1 lu4,ログイン
hsk6級,等级,deng3 ji2,格付け
hsk6級,瞪,deng4,見詰め
hsk6級,堤坝,di1 ba4,ダム
hsk6級,敌视,di2 shi4,敵意
hsk6級,抵达,di3 da2,到着
hsk6級,抵抗,di3 kang4,抵抗
hsk6級,抵制,di3 zhi4,ボイコット
hsk6級,地步,di4 bu4,範囲
hsk6級,地道,di4 dao5,トンネル
hsk6級,地势,di4 shi4,地形
hsk6級,递增,di4 zeng1,インクリメント
hsk6級,地质,di4 zhi4,地質学の
hsk6級,颠簸,dian1 bo3,バンプ
hsk6級,颠倒,dian1 dao3,リバース
hsk6級,典礼,dian3 li3,式典
hsk6級,典型,dian3 xing2,典型的
hsk6級,点缀,dian3 zhui4,装飾
hsk6級,垫,dian4,マット
hsk6級,奠定,dian4 ding4,定め
hsk6級,惦记,dian4 ji4,考え
hsk6級,电源,dian4 yuan2,電力供給
hsk6級,叼,diao1,ディアオ
hsk6級,雕刻,diao1 ke4,彫刻
hsk6級,雕塑,diao1 su4,彫刻
hsk6級,吊,diao4,ハング
hsk6級,调动,diao4 dong4,転送
hsk6級,跌,die1,秋
hsk6級,盯,ding1,見詰め
hsk6級,叮嘱,ding1 zhu3,訓戒し
hsk6級,定期,ding4 qi1,定期的に
hsk6級,定义,ding4 yi4,定義
hsk6級,丢人,diu1 ren2,不祥事を起こしました
hsk6級,丢三落四,diu1 san1 la4 si4,忘れっぽい
hsk6級,东道主,dong1 dao4 zhu3,ホスト
hsk6級,东张西望,dong1 zhang1 xi1 wang4,スクープ
hsk6級,董事长,dong3 shi4 zhang3,取締役会会長
hsk6級,栋,dong4,建物
hsk6級,动荡,dong4 dang4,不穏
hsk6級,动机,dong4 ji1,モチベーション
hsk6級,冻结,dong4 jie2,フリーズ
hsk6級,动静,dong4 jing4,ムーブメント
hsk6級,动力,dong4 li4,パワー
hsk6級,动脉,dong4 mai4,動脈
hsk6級,动身,dong4 shen1,去り
hsk6級,动手,dong4 shou3,作業を開始し
hsk6級,动态,dong4 tai4,ダイナミック
hsk6級,洞穴,dong4 xue2,洞窟
hsk6級,动员,dong4 yuan2,動員
hsk6級,兜,dou1,ポケット
hsk6級,陡峭,dou3 qiao4,急激
hsk6級,斗争,dou4 zheng1,戦い
hsk6級,督促,du1 cu4,衝動
hsk6級,都市,du1 shi4,街
hsk6級,独裁,du2 cai2,独裁
hsk6級,毒品,du2 pin3,麻薬
hsk6級,赌博,du3 bo2,ギャンブル
hsk6級,堵塞,du3 se4,ブロック
hsk6級,杜绝,du4 jue2,に終止符を打ち
hsk6級,端,duan1,終了
hsk6級,端午节,duan1 wu3 jie2,ドラゴンボートフェスティバル
hsk6級,端正,duan1 zheng4,正しい
hsk6級,短促,duan3 cu4,短い
hsk6級,断定,duan4 ding4,裁判官
hsk6級,断断续续,duan4 duan4 xu4 xu4,断続的に
hsk6級,断绝,duan4 jue2,カットオフ
hsk6級,堆积,dui1 ji1,積み上げ
hsk6級,对策,dui4 ce4,対策
hsk6級,对称,dui4 chen4,対称性
hsk6級,对付,dui4 fu5,対処
hsk6級,兑换,dui4 huan4,為替
hsk6級,对抗,dui4 kang4,戦い
hsk6級,对立,dui4 li4,反対
hsk6級,对联,dui4 lian2,連句
hsk6級,队伍,dui4 wu5,偶発
hsk6級,兑现,dui4 xian4,名誉
hsk6級,对应,dui4 ying4,対応
hsk6級,对照,dui4 zhao4,比較
hsk6級,顿时,dun4 shi2,突然
hsk6級,哆嗦,duo1 suo5,震え
hsk6級,多元化,duo1 yuan2 hua4,多様化
hsk6級,堕落,duo4 luo4,落ちました
hsk6級,额外,e2 wai4,追加
hsk6級,恶心,e3 xin5,吐き気
hsk6級,恶化,e4 hua4,劣化
hsk6級,遏制,e4 zhi4,コンテ
hsk6級,恩怨,en1 yuan4,恨み
hsk6級,而已,er2 yi3,これ以上何もありません
hsk6級,耳环,er3 huan2,イヤリング
hsk6級,二氧化碳,er4 yang3 hua4 tan4,二酸化炭素
hsk6級,发布,fa1 bu4,解除
hsk6級,发财,fa1 cai2,幸運を作り
hsk6級,发呆,fa1 dai1,夢中
hsk6級,发动,fa1 dong4,打ち上げ
hsk6級,发火,fa1 huo3,怒り
hsk6級,发觉,fa1 jue2,検索
hsk6級,发射,fa1 she4,打ち上げ
hsk6級,发誓,fa1 shi4,誓い
hsk6級,发行,fa1 xing2,解除
hsk6級,发炎,fa1 yan2,炎症
hsk6級,发扬,fa1 yang2,繰り越し
hsk6級,发育,fa1 yu4,開発
hsk6級,法人,fa3 ren2,法的
hsk6級,番,fan1,ファン
hsk6級,翻,fan1,ターン
hsk6級,繁华,fan2 hua2,賑やか
hsk6級,繁忙,fan2 mang2,忙しい
hsk6級,繁体字,fan2 ti3 zi4,伝統的な
hsk6級,繁殖,fan2 zhi2,乗算
hsk6級,反驳,fan3 bo2,反駁し
hsk6級,反常,fan3 chang2,異常な
hsk6級,反倒,fan3 dao4,実は
hsk6級,反动,fan3 dong4,反動的
hsk6級,反感,fan3 gan3,反感
hsk6級,反抗,fan3 kang4,反乱
hsk6級,反馈,fan3 kui4,フィードバック
hsk6級,反面,fan3 mian4,負
hsk6級,反射,fan3 she4,反射
hsk6級,反思,fan3 si1,反射
hsk6級,反问,fan3 wen4,尋ね
hsk6級,反之,fan3 zhi1,それどころか
hsk6級,范畴,fan4 chou2,カテゴリ
hsk6級,泛滥,fan4 lan4,洪水
hsk6級,贩卖,fan4 mai4,売り
hsk6級,方位,fang1 wei4,方向
hsk6級,方言,fang1 yan2,方言
hsk6級,方针,fang1 zhen1,ポリシー
hsk6級,防守,fang2 shou3,守り
hsk6級,防疫,fang2 yi4,予防
hsk6級,防御,fang2 yu4,防衛
hsk6級,防止,fang2 zhi3,防止
hsk6級,防治,fang2 zhi4,予防と治療
hsk6級,纺织,fang3 zhi1,紡績
hsk6級,放大,fang4 da4,広げ
hsk6級,放射,fang4 she4,放射線
hsk6級,放手,fang4 shou3,行ってみよう
hsk6級,非法,fei1 fa3,違法
hsk6級,飞禽走兽,fei1 qin2 zou3 shou4,鳥や獣
hsk6級,飞翔,fei1 xiang2,飛び
hsk6級,飞跃,fei1 yue4,跳躍
hsk6級,肥沃,fei2 wo4,地力
hsk6級,诽谤,fei3 bang4,中傷
hsk6級,匪徒,fei3 tu2,悪党
hsk6級,废除,fei4 chu2,廃止
hsk6級,沸腾,fei4 teng2,沸騰
hsk6級,废墟,fei4 xu1,廃墟
hsk6級,分辨,fen1 bian4,解像度
hsk6級,分寸,fen1 cun5,バランス感覚
hsk6級,吩咐,fen1 fu4,伝え
hsk6級,分红,fen1 hong2,配当
hsk6級,分解,fen1 jie3,分解
hsk6級,分裂,fen1 lie4,除算
hsk6級,分泌,fen1 mi4,分泌
hsk6級,分明,fen1 ming2,明確な
hsk6級,分歧,fen1 qi2,違い
hsk6級,分散,fen1 san4,分散
hsk6級,分手,fen1 shou3,解体
hsk6級,坟墓,fen2 mu4,墓
hsk6級,粉末,fen3 mo4,パウダー
hsk6級,粉色,fen3 se4,ピンク
hsk6級,粉碎,fen3 sui4,スマッシュ
hsk6級,分量,fen4 liang4,コンポーネント
hsk6級,风暴,feng1 bao4,嵐
hsk6級,封闭,feng1 bi4,近い
hsk6級,风度,feng1 du4,物腰
hsk6級,风光,feng1 guang1,景色
hsk6級,封建,feng1 jian4,封建の
hsk6級,锋利,feng1 li4,シャープ
hsk6級,丰满,feng1 man3,いっぱい
hsk6級,风气,feng1 qi4,雰囲気
hsk6級,风趣,feng1 qu4,ユーモア
hsk6級,丰盛,feng1 sheng4,豊か
hsk6級,丰收,feng1 shou1,バンパー
hsk6級,封锁,feng1 suo3,封鎖
hsk6級,风土人情,feng1 tu3 ren2 qing2,税関
hsk6級,风味,feng1 wei4,味
hsk6級,逢,feng2,毎回
hsk6級,奉献,feng4 xian4,捧げ
hsk6級,否决,fou3 jue2,拒否
hsk6級,夫妇,fu1 fu4,夫婦
hsk6級,夫人,fu1 ren5,夫人
hsk6級,敷衍,fu1 yan3,上滑り
hsk6級,幅度,fu2 du4,マージン
hsk6級,符号,fu2 hao4,シンボル
hsk6級,福利,fu2 li4,福祉
hsk6級,俘虏,fu2 lu3,キャプティブ
hsk6級,服气,fu2 qi4,確信して
hsk6級,福气,fu2 qi5,福
hsk6級,辐射,fu2 she4,放射線
hsk6級,腐败,fu3 bai4,汚職
hsk6級,腐烂,fu3 lan4,腐朽
hsk6級,腐蚀,fu3 shi2,腐食
hsk6級,腐朽,fu3 xiu3,崩壊
hsk6級,抚养,fu3 yang3,上げ
hsk6級,俯仰,fu3 yang3,ピッチング
hsk6級,辅助,fu3 zhu4,援助
hsk6級,副,fu4,副
hsk6級,负担,fu4 dan1,負担
hsk6級,覆盖,fu4 gai4,網羅
hsk6級,附和,fu4 he4,エコー
hsk6級,复活,fu4 huo2,蘇生
hsk6級,附件,fu4 jian4,アクセサリー
hsk6級,附属,fu4 shu3,付属
hsk6級,腹泻,fu4 xie4,下痢
hsk6級,复兴,fu4 xing1,復活
hsk6級,赋予,fu4 yu3,与え
hsk6級,富裕,fu4 yu4,豊か
hsk6級,副作用,fu4 zuo4 yong4,副作用
hsk6級,改良,gai3 liang2,改善し
hsk6級,盖章,gai4 zhang1,スタンプ
hsk6級,尴尬,gan1 ga4,ぎこちありません
hsk6級,干旱,gan1 han4,ドライ
hsk6級,干扰,gan1 rao3,干渉
hsk6級,干涉,gan1 she4,干渉
hsk6級,甘心,gan1 xin1,ウィリング
hsk6級,干预,gan1 yu4,介入
hsk6級,感慨,gan3 kai3,嘆き
hsk6級,感染,gan3 ran3,感染
hsk6級,干劲,gan4 jin4,やる気
hsk6級,扛,gang1,肩
hsk6級,刚刚,gang1 gang1,ただ
hsk6級,纲领,gang1 ling3,プログラム
hsk6級,港口,gang3 kou3,港
hsk6級,港湾,gang3 wan1,港
hsk6級,岗位,gang3 wei4,ポスト
hsk6級,杠杆,gang4 gan3,レバー
hsk6級,高超,gao1 chao1,素晴らしい
hsk6級,高潮,gao1 chao2,クライマックス
hsk6級,高峰,gao1 feng1,ピーク
hsk6級,高考,gao1 kao3,大学入試
hsk6級,高明,gao1 ming2,賢い
hsk6級,高尚,gao1 shang4,貴族
hsk6級,高涨,gao1 zhang3,盛り上がり
hsk6級,稿件,gao3 jian4,原稿
hsk6級,告辞,gao4 ci2,去り
hsk6級,告诫,gao4 jie4,警告し
hsk6級,割,ge1,刈り
hsk6級,搁,ge1,置き
hsk6級,疙瘩,ge1 da5,にきび
hsk6級,歌颂,ge1 song4,賞賛
hsk6級,隔阂,ge2 he2,疎外
hsk6級,格局,ge2 ju2,パターン
hsk6級,隔离,ge2 li2,隔離
hsk6級,格式,ge2 shi4,フォーマット
hsk6級,各抒己见,ge4 shu1 ji3 jian4,自分の意見を表明
hsk6級,个体,ge4 ti3,個々
hsk6級,各自,ge4 zi4,各
hsk6級,跟前,gen1 qian2,フロント
hsk6級,根深蒂固,gen1 shen1 di4 gu4,根深い
hsk6級,跟随,gen1 sui2,従い
hsk6級,根源,gen1 yuan2,ソース
hsk6級,跟踪,gen1 zong1,トラック
hsk6級,耕地,geng1 di4,耕地
hsk6級,更新,geng1 xin1,更新
hsk6級,更正,geng1 zheng4,補正
hsk6級,公安局,gong1 an1 ju2,公安局
hsk6級,供不应求,gong1 bu4 ying4 qiu2,供給不足で
hsk6級,公道,gong1 dao4,正義
hsk6級,宫殿,gong1 dian4,宮殿
hsk6級,工夫,gong1 fu5,時間
hsk6級,公告,gong1 gao4,発表
hsk6級,公关,gong1 guan1,広報
hsk6級,攻击,gong1 ji1,攻撃
hsk6級,供给,gong1 ji3,サプライ
hsk6級,恭敬,gong1 jing4,敬意
hsk6級,功课,gong1 ke4,宿題
hsk6級,攻克,gong1 ke4,キャプチャー
hsk6級,功劳,gong1 lao2,クレジット
hsk6級,公民,gong1 min2,市民
hsk6級,公婆,gong1 po2,姻族
hsk6級,公然,gong1 ran2,公然と
hsk6級,公认,gong1 ren4,容認されました
hsk6級,公式,gong1 shi4,式
hsk6級,公务,gong1 wu4,公務
hsk6級,功效,gong1 xiao4,効果
hsk6級,工艺品,gong1 yi4 pin3,工芸
hsk6級,公正,gong1 zheng4,ただ
hsk6級,公证,gong1 zheng4,公証
hsk6級,巩固,gong3 gu4,合併
hsk6級,共和国,gong4 he2 guo2,共和国
hsk6級,共计,gong4 ji4,トータル
hsk6級,共鸣,gong4 ming2,レゾナンス
hsk6級,勾结,gou1 jie2,共謀
hsk6級,钩子,gou1 zi5,フック
hsk6級,构思,gou4 si1,考え
hsk6級,孤独,gu1 du2,寂しい
hsk6級,辜负,gu1 fu4,失望させ
hsk6級,孤立,gu1 li4,孤立
hsk6級,姑且,gu1 qie3,一応
hsk6級,股东,gu3 dong1,株主
hsk6級,古董,gu3 dong3,アンティーク
hsk6級,鼓动,gu3 dong4,奨励
hsk6級,股份,gu3 fen4,株式
hsk6級,骨干,gu3 gan4,バックボーン
hsk6級,古怪,gu3 guai4,奇妙なことに
hsk6級,顾虑,gu4 lv4,心配
hsk6級,固然,gu4 ran2,勿論
hsk6級,顾问,gu4 wen4,コンサルタント
hsk6級,故乡,gu4 xiang1,家
hsk6級,固有,gu4 you3,固有
hsk6級,故障,gu4 zhang4,欠陥
hsk6級,固执,gu4 zhi5,頑強
hsk6級,拐杖,guai3 zhang4,松葉杖
hsk6級,官方,guan1 fang1,公式
hsk6級,观光,guan1 guang1,観光
hsk6級,关照,guan1 zhao4,ケア
hsk6級,管辖,guan3 xia2,管轄
hsk6級,罐,guan4,タンク
hsk6級,贯彻,guan4 che4,インプリメント
hsk6級,灌溉,guan4 gai4,潅漑
hsk6級,惯例,guan4 li4,大会
hsk6級,光彩,guang1 cai3,尊敬すべき
hsk6級,光辉,guang1 hui1,輝き
hsk6級,光芒,guang1 mang2,輝き
hsk6級,广阔,guang3 kuo4,幅広い
hsk6級,规范,gui1 fan4,仕様
hsk6級,规格,gui1 ge2,仕様
hsk6級,归根到底,gui1 gen1 dao4 di3,最終的な分析で
hsk6級,规划,gui1 hua4,プランニング
hsk6級,归还,gui1 huan2,リターン
hsk6級,归纳,gui1 na4,誘導
hsk6級,规章,gui1 zhang1,規制
hsk6級,轨道,gui3 dao4,トラック
hsk6級,跪,gui4,跪き
hsk6級,贵族,gui4 zu2,高潔
hsk6級,棍棒,gun4 bang4,クラブ
hsk6級,国防,guo2 fang2,国防
hsk6級,国务院,Guo2 Wu4 Yuan4,国務院
hsk6級,果断,guo3 duan4,決定的
hsk6級,过度,guo4 du4,過大
hsk6級,过渡,guo4 du4,推移
hsk6級,过奖,guo4 jiang3,過褒し
hsk6級,过滤,guo4 lv4,濾過
hsk6級,过失,guo4 shi1,欠陥
hsk6級,过问,guo4 wen4,介入
hsk6級,过瘾,guo4 yin3,楽しい
hsk6級,过于,guo4 yu2,余りに
hsk6級,嗨,hai1,こんにちは
hsk6級,海拔,hai3 ba2,標高
hsk6級,海滨,hai3 bin1,海辺
hsk6級,含糊,han2 hu5,漠然としました
hsk6級,寒暄,han2 xuan1,ご挨拶
hsk6級,含义,han2 yi4,意味
hsk6級,罕见,han3 jian4,レア
hsk6級,捍卫,han4 wei4,守り
hsk6級,航空,hang2 kong1,航空
hsk6級,行列,hang2 lie4,行
hsk6級,航天,hang2 tian1,航空宇宙
hsk6級,航行,hang2 xing2,帆
hsk6級,豪迈,hao2 mai4,ハンマー
hsk6級,毫米,hao2 mi3,ミリメートル
hsk6級,毫无,hao2 wu2,何もありません
hsk6級,耗费,hao4 fei4,消費し
hsk6級,好客,hao4 ke4,丁重
hsk6級,号召,hao4 zhao4,コール
hsk6級,呵,he1,まあ
hsk6級,和蔼,he2 ai3,何卒
hsk6級,合并,he2 bing4,合併
hsk6級,合成,he2 cheng2,合成
hsk6級,合乎,he2 hu1,従い
hsk6級,合伙,he2 huo3,パートナーシップ
hsk6級,和解,he2 jie3,和解
hsk6級,和睦,he2 mu4,調和
hsk6級,和气,he2 qi5,種類
hsk6級,合身,he2 shen1,フィット
hsk6級,合算,he2 suan4,やりがいのあり
hsk6級,和谐,he2 xie2,調和
hsk6級,嘿,hei1,ねえ
hsk6級,痕迹,hen2 ji4,マーク
hsk6級,狠心,hen3 xin1,薄情な
hsk6級,恨不得,hen4 bu5 de2,待つことができません
hsk6級,哼,heng1,ハム
hsk6級,哄,hong1,同軸
hsk6級,烘,hong1,焼き
hsk6級,轰动,hong1 dong4,感覚
